Code,Name
336370,솔루스첨단소재
001500,현대차증권
005810,풍산홀딩스
003545,대신증권우
001530,DI동일
006110,삼아알미늄
284740,쿠쿠홈시스
009410,태영건설
034310,NICE
377740,바이오노트
039130,하나투어
005945,NH투자증권우
145990,삼양사
002240,고려제강
020000,한섬
079900,전진건설로봇
005250,녹십자홀딩스
000070,삼양홀딩스
003280,흥아해운
008060,대덕
249420,일동제약
002020,코오롱
161000,애경케미칼
005389,현대차3우B
004700,조광피혁
460860,동국제강
014830,유니드
072710,농심홀딩스
090435,아모레퍼시픽우
417310,코람코더원리츠
019170,신풍제약
004690,삼천리
003030,세아제강지주
001200,유진투자증권
031430,신세계인터내셔날
029530,신도리코
002990,금호건설
357120,코람코라이프인프라리츠
002030,아세아
015360,INVENI
002810,삼영무역
027410,BGF
016610,DB증권
003000,부광약품
105630,한세실업
007690,국도화학
452260,한화갤러리아
016590,신대양제지
403550,쏘카
004710,한솔테크닉스
001940,KISCO홀딩스
306200,세아제강
344820,KCC글라스
271940,일진하이솔루스
381970,케이카
092230,KPX홀딩스
009900,명신산업
006220,제주은행
089590,제주항공
005420,코스모화학
017810,풀무원
130660,한전산업
104700,한국철강
060980,HL홀딩스
170900,동아에스티
026890,스틱인베스트먼트
145720,덴티움
194370,제이에스코퍼레이션
183190,아세아시멘트
005950,이수화학
008730,율촌화학
005610,삼립
126560,현대퓨처넷
016800,퍼시스
017900,광전자
029460,케이씨
005720,넥센
950210,프레스티지바이오파마
037710,광주신세계
0120G0,삼양바이오팜
018250,애경산업
097520,엠씨넥스
011930,신성이엔지
009290,광동제약
002310,아세아제지
011760,현대코퍼레이션
012030,DB
006405,삼성SDI우
126720,수산인더스트리
108670,LX하우시스
025860,남해화학
009160,SIMPAC
024720,콜마홀딩스
004430,송원산업
200880,서연이화
217590,티엠씨
000157,두산2우B
092790,넥스틸
010955,S-Oil우
02826K,삼성물산우B
096760,JW홀딩스
192650,드림텍
034830,한국토지신탁
033270,유나이티드제약
017390,서울가스
123890,한국자산신탁
010820,퍼스텍
003960,사조대림
001390,KG케미칼
015860,일진홀딩스
005680,삼영전자
010690,화신
003120,일성아이에스
105840,우진
058430,포스코스틸리온
272450,진에어
084690,대상홀딩스
001230,동국홀딩스
002900,TYM
005430,한국공항
244920,에이플러스에셋
078520,에이블씨엔씨
003920,남양유업
003650,미창석유
286940,롯데이노베이트
091810,트리니티항공
084010,대한제강
122900,아이마켓코리아
001750,한양증권
004360,세방
334890,이지스밸류플러스리츠
900140,엘브이엠씨홀딩스
348950,제이알글로벌리츠
005500,삼진제약
001790,대한제당
007160,사조산업
008490,서흥
298690,에어부산
000480,CR홀딩스
002710,TCC스틸
002320,한진
432320,KB스타리츠
298000,효성화학
001340,PKC
134380,미원화학
000050,경방
136490,선진
044450,KSS해운
0030R0,대신밸류리츠
404990,신한서부티엔디리츠
003200,일신방직
003070,코오롱글로벌
000430,대원강업
317400,자이에스앤디
000650,천일고속
003520,영진약품
000680,LS네트웍스
025000,KPX케미칼
034120,SBS
025560,미래산업
000320,노루홀딩스
009680,모토닉
226320,잇츠한불
033920,무학
475560,더본코리아
001250,GS글로벌
000540,흥국화재
088260,이리츠코크렙
017860,DS단석
030210,다올투자증권
004310,현대약품
005010,휴스틸
001460,BYC
037270,YG PLUS
004980,성신양회
035150,백산
117580,대성에너지
013890,지누스
095570,AJ네트웍스
039570,HDC랩스
028100,동아지질
053210,스카이라이프
001630,종근당홀딩스
102460,이연제약
100250,진양홀딩스
003720,삼영
051905,LG생활건강우
241590,화승엔터프라이즈
003555,LG우
001130,대한제분
484870,엠앤씨솔루션
000140,하이트진로홀딩스
000490,대동
03473K,SK우
128820,대성산업
016580,환인제약
011500,한농화성
003547,대신증권2우B
010580,에스엠벡셀
339770,교촌에프앤비
377190,디앤디플랫폼리츠
044820,코스맥스비티아이
006805,미래에셋증권우
002100,경농
234080,JW생명과학
102260,동성케미컬
000300,DH오토넥스
003220,대원제약
003460,유화증권
007860,서연
016450,한세예스24홀딩스
001080,만호제강
035510,신세계 I&C
002170,SYTS
003350,한국화장품제조
016880,웅진
053690,한미글로벌
002150,도화엔지니어링
033530,SJG세종
000860,강남제비스코
003610,방림
400760,NH올원리츠
213500,한솔제지
014710,사조씨푸드
000390,SP삼화
004560,현대비앤지스틸
013580,계룡건설
487570,HS효성
101530,해태제과식품
462520,조선내화
097955,CJ제일제당 우
092200,디아이씨
004380,삼익THK
015230,대창단조
293480,하나제약
001780,알루코
007570,일양약품
000700,유수홀딩스
011785,금호석유화학우
004090,한국석유
090350,노루페인트
004970,신라교역
031440,신세계푸드
071840,롯데하이마트
271980,제일약품
001045,CJ우
005960,동부건설
00279K,아모레퍼시픽홀딩스3우C
000970,한국주철관
009470,삼화전기
000020,동화약품
003830,대한화섬
460850,동국씨엠
094280,효성ITX
008350,남선알미늄
006060,화승인더
015890,태경산업
003480,한진중공업홀딩스
004080,신흥
000520,삼일제약
272550,삼양패키징
020120,키다리스튜디오
025820,이구산업
107590,미원홀딩스
024090,디씨엠
214390,경보제약
350520,이지스레지던스리츠
004150,한솔홀딩스
007540,샘표
013520,화승코퍼레이션
001360,삼성제약
081000,일진다이아
009270,신원
214420,토니모리
012610,경인양행
210540,디와이파워
005800,신영와코루
037560,LG헬로비전
011280,태림포장
077500,유니퀘스트
089470,HDC현대EP
002390,한독
034590,인천도시가스
004960,한신공영
078000,텔코웨어
008040,사조동아원
018470,조일알미늄
267290,경동도시가스
079430,현대리바트
014280,금강공업
009070,KCTC
008970,KBI동양철관
011810,STX
014530,극동유화
227840,현대코퍼레이션홀딩스
014580,태경비케이
012200,계양전기
002780,진흥기업
002220,한일철강
120030,조선선재
011690,와이투솔루션
004250,NPC
016710,대성홀딩스
002460,HS화성
012320,경동인베스트
002620,제일파마홀딩스
083420,그린케미칼
001520,동양
248170,샘표식품
210980,SK디앤디
010100,한국무브넥스
006660,삼성공조
267850,아시아나IDT
092220,KEC
119650,KC코트렐
027970,한국제지
002450,삼익악기
009580,무림P&P
264900,크라운제과
070960,모나용평
017550,수산세보틱스
016740,두올
013570,디와이
019180,티에이치엔
015590,DKME
012800,대창
036580,팜스코
023450,동남합성
007210,벽산
058730,다스코
078935,GS우
021820,세원정공
123690,한국화장품
002210,동성제약
035000,HS애드
067830,세이브존I&C
058850,KTcs
004100,태양금속
014790,HL D&I
001275,부국증권우
025620,차AI헬스케어
014440,영보화학
032560,황금에스티
058860,KTis
023000,삼원강재
004140,동방
013700,까뮤이앤씨
008260,NI스틸
084680,이월드
004890,동일산업
002600,조흥
008700,아남전자
005740,크라운해태홀딩스
023800,인지컨트롤스
004840,DRB동일
069730,DSR제강
001470,삼부토건
139990,아주스틸
010960,삼호개발
019680,대교
007610,선도전기
006840,AK홀딩스
007980,TP
163560,동일고무벨트
111380,동인기연
006090,사조오양
096775,SK이노베이션우
009190,대양금속
37550L,DL이앤씨2우(전환)
000590,CS홀딩스
009180,한솔로지스틱스
007590,동방아그로
363280,티와이홀딩스
014160,대영포장
002700,신일전자
001260,남광토건
001290,상상인증권
017370,우신시스템
004720,팜젠사이언스
002200,한국수출포장
33626K,두산퓨얼셀1우
013360,일성건설
011700,한신기계
155660,DSR
011150,CJ씨푸드
000850,화천기공
338100,NH프라임리츠
063160,종근당바이오
013870,지엠비코리아
000180,성창기업지주
005360,모나미
002720,국제약품
095720,웅진씽크빅
084670,동양고속
000230,일동홀딩스
079980,휴비스
000105,유한양행우
109070,주성코퍼레이션
009770,삼정펄프
002795,아모레퍼시픽홀딩스우
005750,대림바스
001020,페이퍼코리아
396690,미래에셋글로벌리츠
006890,태경케미컬
016090,대현
001560,제일연마
003680,한성기업
007110,일신석재
004440,삼일씨엔에스
003580,HLB글로벌
120115,코오롱인더우
018500,동원금속
100220,비상교육
003925,남양유업우
005870,휴니드
003780,진양산업
068290,삼성출판사
012690,모나리자
031820,아이티센씨티에스
010040,한국내화
055490,테이팩스
006370,대구백화점
024900,디와이덕양
111110,호전실업
002760,보락
002140,고려산업
004770,써니전자
072130,유엔젤
071090,하이스틸
009200,무림페이퍼
085310,엔케이
129260,인터지스
006880,신송홀딩스
000220,유유제약
010660,화천기계
075180,새론오토모티브
001210,금호전기
214330,금호에이치티
092440,기신정기
004450,삼화왕관
010770,평화홀딩스
001550,조비
007280,한국특강
101140,인바이오젠
003010,혜인
002410,범양건영
378850,화승알앤에이
003475,유안타증권우
007460,에이프로젠
003465,유화증권우
002630,오리엔트바이오
025530,SJM홀딩스
004540,깨끗한나라
005305,롯데칠성우
020760,일진디스플
004830,덕성
123700,SJM
011230,삼화전자
006980,우성
001465,BYC우
009320,아진전자부품
004920,씨아이테크
011000,진원생명과학
000725,현대건설우
001620,케이비아이동국실업
35320K,대덕전자1우
021050,서원
023810,인팩
004060,SG세계물산
090080,평화산업
357250,미래에셋맵스리츠
069460,대호에이엘
007815,코리아써우
006125,SK디스커버리우
372910,한컴라이프케어
041650,상신브레이크
023350,한국종합기술
005030,부산주공
074610,이엔플러스
37550K,DL이앤씨우
004910,조광페인트
011300,우성머티리얼스
002920,유성기업
003080,SB성보
000910,유니온
28513K,SK케미칼우
481850,신한글로벌액티브리츠
000950,전방
014910,성문전자
092780,DYP
011390,부산산업
017180,명문제약
008420,문배철강
009835,한화솔루션우
019490,엑시큐어하이트론
133820,화인베스틸
047400,유니온머티리얼
000890,보해양조
008870,금비
017040,광명전기
012280,영화금속
026940,부국철강
011420,갤럭시아에스엠
084870,TBH글로벌
134790,시디즈
004410,서울식품
012160,영흥
023960,에쓰씨엔지니어링
002880,디와이에이
013000,세우글로벌
145270,케이탑리츠
480370,씨케이솔루션
036420,콘텐트리중앙
011330,유니켐
002870,신풍
049800,우진플라임
000215,DL우
051630,진양화학
446070,유니드비티플러스
143210,핸즈코퍼레이션
004365,세방우
009140,경인전자
001070,대한방직
000760,이화산업
027740,마니커
093240,형지엘리트
009460,한창제지
010400,우진아이엔에스
006490,프리티
002420,세기상사
002690,동일제강
006570,대림통상
001380,SG글로벌
005820,원림
007120,미래아이앤지
023150,MH에탄올
308170,씨티알모빌리티
008250,이건산업
088790,진도
465770,STX그린로지스
010640,진양폴리
025750,한솔홈데코
090370,메타랩스
009810,플레이그램
118000,메타케어
002820,SUN&L
003060,에이프로젠바이오로직스
014130,한익스프레스
005320,온타이드
014990,인디에프
004870,티웨이홀딩스
030720,동원수산
024070,WISCOM
004270,남성
33637K,솔루스첨단소재1우
006345,대원전선우
005110,한창
003535,한화투자증권우
002355,넥센타이어1우B
071950,코아스
033250,체시스
025890,한국주강
024890,대원화성
019175,신풍제약우
003495,대한항공우
009310,참엔지니어링
002070,비비안
000040,KR모터스
011090,에넥스
008775,호텔신라우
069640,한세엠케이
006200,한국전자홀딩스
001420,태원물산
002360,SH에너지화학
33626L,두산퓨얼셀2우B
006740,블루산업개발
002025,코오롱우
015020,이스타코
001685,대상우
357430,마스턴프리미어리츠
015260,에이엔피
00499K,롯데지주우
008600,윌비스
009440,KC그린홀딩스
044380,주연테크
108675,LX하우시스우
012170,아센디오
005725,넥센우
18064K,한진칼우
019685,대교우B
000087,하이트진로2우B
005257,녹십자홀딩스2우
001795,대한제당우
00806K,대덕1우
145995,삼양사우
00781K,코리아써키트2우B
45226K,한화갤러리아우
38380K,LX홀딩스1우
004255,NPC우
084695,대상홀딩스우
004105,태양금속우
145210,다이나믹디자인
001755,한양증권우
001067,JW중외제약2우B
003075,코오롱글로벌우
001770,SHD
000225,유유제약1우
001515,SK증권우
012205,계양전기우
33637L,솔루스첨단소재2우B
002995,금호건설우
001065,JW중외제약우
004985,성신양회우
000325,노루홀딩스우
26490K,크라운제과우
004835,덕성우
090355,노루페인트우
009415,태영건설우
000145,하이트진로홀딩스우
000545,흥국화재우
005965,동부건설우
014825,동원시스템즈우
007575,일양약품우
014285,금강공업우
005745,크라운해태홀딩스우
36328K,티와이홀딩스우
014915,성문전자우
000227,유유제약2우B
008355,남선알미우
001525,동양우
004545,깨끗한나라우
001527,동양2우B
011155,CJ씨푸드1우
002785,진흥기업우B
004415,서울식품우
002787,진흥기업2우B
